apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/81e5b3b5-d6d7-5ec4-992e-dbcf4f6a06cb,ev-81e5b3b5-d6d7-5ec4-992e-dbcf4f6a06cb,"Energetisches Goldstück im Herzen des Pfälzer Waldes",,,"Fischbach bei Dahn","Rheinland-Pfalz",,,1190000,,493,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/1094280c-061a-5b35-bdc1-1a397a26b863,ev-1094280c-061a-5b35-bdc1-1a397a26b863,"REPRÄSENTATIVES WOHN- UND GESCHÄFTSHAUS IN DER FUßGÄNGERZONE",,,"Salzwedel","Sachsen-Anhalt",,,500000,,309,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/86caef18-a892-5f86-abee-6a6bfb750f50,ev-86caef18-a892-5f86-abee-6a6bfb750f50,"MEHRFAMILIENHAUS MIT 5 WOHNEINHEITEN",,,"Wolfenbüttel","Niedersachsen",,,499000,,339,5,2026-06-28,"E&V Kapitalanlage/investment listing; 5 units"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/84445c60-8f30-5d9a-a5d7-5877293d9de6,ev-84445c60-8f30-5d9a-a5d7-5877293d9de6,"WOHNHAUS MIT 6 AUFGETEILTEN EINHEITEN",,,"Lehre","Niedersachsen",,,599000,,282,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/ade80ad7-10b8-57a9-8c9a-c590aa7b7179,ev-ade80ad7-10b8-57a9-8c9a-c590aa7b7179,"Ensemble aus einem MFH und zwei WGHs",,,"Immendingen","Baden-Württemberg",,,1929000,,1148,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/a8facd13-ac07-59bb-a1b5-44657b04f01c,ev-a8facd13-ac07-59bb-a1b5-44657b04f01c,"Zwei Wohn- und Geschäftshäuser mit 7% Bruttorendite",,,"Immendingen","Baden-Württemberg",,,1149000,,739,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/39283ae1-d594-5050-9727-a85949d9c590,ev-39283ae1-d594-5050-9727-a85949d9c590,"2011 saniertes Wohn- und Geschäftshaus in Bestlage",,,"Leipzig","Sachsen",,,7000000,,1529,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/40aad3eb-6bda-5aba-ab97-fb499665d32a,ev-40aad3eb-6bda-5aba-ab97-fb499665d32a,"Wohn- und Geschäftshaus in zentraler Lage von Luckenwalde mit Potentia",,,"Luckenwalde","Brandenburg",,,1150000,,350,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/06fc373b-57ab-5369-8243-fd4b14843304,ev-06fc373b-57ab-5369-8243-fd4b14843304,"Helgoland: Hochfrequentiertes WGH nahe Südhafen",,,"Helgoland","Schleswig-Holstein",,,680000,,53,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/d24eca27-e386-56a9-bbc6-0f3916cdccc5,ev-d24eca27-e386-56a9-bbc6-0f3916cdccc5,"Juist, Inseliges Ferienhaus in bester Lage - ohne Käuferprovision",,,"Juist","Niedersachsen",,,2500000,,292,,2026-06-28,"E&V Kapitalanlage/investment listing"
