asset_type,deal,source,source_url,listing_id,name,district,plz,city,state,rent_eur_m2_min,rent_eur_m2_max,price_eur,area_min_m2,area_max_m2,rooms,captured,notes
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-124227/schwarzach-a-main-97359,cbre-DE-argoweb-124227,"Industrie/Logistik – Schwarzach a. Main",,97359,"Schwarzach a. Main",,,,,1296,20736,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-63851/alzenau-63755,cbre-DE-argoweb-63851,"Industrie/Logistik – Alzenau",,63755,"Alzenau",,3.5,3.5,,1000,19485,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-126679/kahl-a-main-63796,cbre-DE-argoweb-126679,"Industrie/Logistik – Kahl a. Main",,63796,"Kahl a. Main",,,,,551,25123,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-120731/hanau-63450,cbre-DE-argoweb-120731,"Industrie/Logistik – Hanau",,63450,"Hanau",,,,,1425,24804,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-129722/hanau-63450,cbre-DE-argoweb-129722,"Industrie/Logistik – Hanau",,63450,"Hanau",,,,,2185,4931,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-126911/hanau-63457,cbre-DE-argoweb-126911,"Industrie/Logistik – Hanau",,63457,"Hanau",,,,,65298,65298,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-123372/mockern-39291,cbre-DE-argoweb-123372,"Industrie/Logistik – Möckern",,39291,"Möckern",,2.5,2.5,,711,46315,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-124901/fuchsenmuhle-b-marktheidenfeld-97828,cbre-DE-argoweb-124901,"Industrie/Logistik – Fuchsenmühle",,97828,"Fuchsenmühle",,,,,1050,12740,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-126232/offenbach-am-main-63073,cbre-DE-argoweb-126232,"Industrie/Logistik – Offenbach am Main",,63073,"Offenbach am Main",,,,,490,8606,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-99373/frankfurt-am-main-60433,cbre-DE-argoweb-99373,"Industrie/Logistik – Frankfurt am Main",,60433,"Frankfurt am Main",,,,,141,835,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-126191/groostheim-63762,cbre-DE-argoweb-126191,"Industrie/Logistik – Großostheim",,63762,"Großostheim",,,,,5888,5888,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-54604/frankfurt-am-main-60314,cbre-DE-argoweb-54604,"Industrie/Logistik – Frankfurt am Main",,60314,"Frankfurt am Main",,,,,4079,4079,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-125302/dietzenbach-63128,cbre-DE-argoweb-125302,"Industrie/Logistik – Dietzenbach",,63128,"Dietzenbach",,,,,5000,5000,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-56140/frankfurt-am-main-65933,cbre-DE-argoweb-56140,"Industrie/Logistik – Frankfurt am Main",,65933,"Frankfurt am Main",,,,,1062,53514,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-64888/frankenberg-09669,cbre-DE-argoweb-64888,"Industrie/Logistik – Frankenberg",,09669,"Frankenberg",,2.9,2.9,,725,20518,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-95659/melle-49324,cbre-DE-argoweb-95659,"Industrie/Logistik – Melle",,49324,"Melle",,4.15,4.15,,3300,9112,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-128913/melle-49324,cbre-DE-argoweb-128913,"Industrie/Logistik – Melle",,49324,"Melle",,4.7,4.7,,6613,6613,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-124030/hainichen-09661,cbre-DE-argoweb-124030,"Industrie/Logistik – Hainichen",,09661,"Hainichen",,,,,10000,82500,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-124311/hainichen-09661,cbre-DE-argoweb-124311,"Industrie/Logistik – Hainichen",,09661,"Hainichen",,,,,5000,10000,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-122842/wiesau-95676,cbre-DE-argoweb-122842,"Industrie/Logistik – Wiesau",,95676,"Wiesau",,,,,9500,38000,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-118348/idstein-65510,cbre-DE-argoweb-118348,"Industrie/Logistik – Idstein",,65510,"Idstein",,5,5,,1850,16640,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-121108/creglingen-97993,cbre-DE-argoweb-121108,"Industrie/Logistik – Creglingen",,97993,"Creglingen",,3.2,3.2,,625,78592,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-100890/rowein-04741,cbre-DE-argoweb-100890,"Industrie/Logistik – Roßwein",,04741,"Roßwein",,,,,857,65059,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-129851/diez-65582,cbre-DE-argoweb-129851,"Industrie/Logistik – Diez",,65582,"Diez",,,,,1800,1800,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-126716/russelsheim-65428,cbre-DE-argoweb-126716,"Industrie/Logistik – Rüsselsheim",,65428,"Rüsselsheim",,,,,1516,228634,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
industrial_hall,lease,CBRE,https://www.cbre.de/immobiliensuche/industrie/details/DE-argoweb-126969/bischofsheim-65474,cbre-DE-argoweb-126969,"Industrie/Logistik – Bischofsheim",,65474,"Bischofsheim",,,,,671,14243,,2026-06-29,"CBRE Immobiliensuche; zur Miete"
