apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/7ea606cc-5206-5ddf-b6e8-931e0c5fc0c8,ev-7ea606cc-5206-5ddf-b6e8-931e0c5fc0c8,"Einzigartiger Charme - Stilvoller Altbau in Weinheim komplett modernis",,,"Weinheim","Baden-Württemberg",,,875000,,287,,2026-06-28,"E&V Kapitalanlage/investment listing"
gastronomy_with_rooms,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/d721c8d8-6d58-5b40-ad04-a67e7881c4eb,ev-d721c8d8-6d58-5b40-ad04-a67e7881c4eb,"Pension mit vielseitiger Nutzungsmöglichkeit",,,"Hamwarde","Schleswig-Holstein",,,450000,,565,,2026-06-28,"E&V Kapitalanlage/investment listing"
retail,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/fd642bdc-2870-5864-84d2-5370a04da3f9,ev-fd642bdc-2870-5864-84d2-5370a04da3f9,"Fachmarkt mit Verkaufs- und Lagerflächen",,,"Wuppertal","Nordrhein-Westfalen",,,1600000,,3811,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/6e4f31c7-edeb-57c7-8d48-bf9331506666,ev-6e4f31c7-edeb-57c7-8d48-bf9331506666,"Wohn- und Geschäftshaus mit Stuckfassade an der Arminius-Markthalle Mo",,,"Berlin","Berlin",,,2550000,,928,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/565d2702-134e-5d32-83c0-f4aef94d5b85,ev-565d2702-134e-5d32-83c0-f4aef94d5b85,"Mehrfamilienhaus in ruhiger Wohnlage",,,"Sindelfingen","Baden-Württemberg",,,950000,,349,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/daec10ec-d518-5597-a2f5-886ac5e425f8,ev-daec10ec-d518-5597-a2f5-886ac5e425f8,"Gebäudeensemble am Schwanenteich – Entwicklungspotenzial in einer der ",,,"Zwickau","Sachsen",,,590000,,406,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/1716419e-64e6-595c-946d-e7902358b499,ev-1716419e-64e6-595c-946d-e7902358b499,"Gepflegtes Mehrfamilienhaus mit Balkonen",,,"Chemnitz","Sachsen",,,495000,,546,,2026-06-28,"E&V Kapitalanlage/investment listing"
other,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/7bc66d20-520d-517f-9ea2-8def29f54ea0,ev-7bc66d20-520d-517f-9ea2-8def29f54ea0,"Neuwertiger Automotive Standort - Top Lage - Top Mieter",,,"Bremen","Bremen",,,,,445,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/2bcae541-630d-55b9-b3ff-f1772e7bdc2a,ev-2bcae541-630d-55b9-b3ff-f1772e7bdc2a,"Solide Kapitalanlage mit fünf Einheiten im Herzen von Bremen",,,"Bremen","Bremen",,,975000,,436,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/b87798c5-7804-5e4e-82a5-629c1aa91e66,ev-b87798c5-7804-5e4e-82a5-629c1aa91e66,"IBB-gebundenes Mehrfamilienhaus im Herzen der Spandauer Altstadt",,,"Berlin","Berlin",,,1790000,,969,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/f296f2a7-42c5-5f66-b707-16bf10c18ae6,ev-f296f2a7-42c5-5f66-b707-16bf10c18ae6,"Wohn- und Geschäftshaus im Waldstraßenviertel mit neuer Heizungsanlage",,,"Leipzig","Sachsen",,,1205000,,448,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/d4a7556b-d26b-5b77-a812-dc87a6cb13eb,ev-d4a7556b-d26b-5b77-a812-dc87a6cb13eb,"Gepflegtes Mehrfamilienhaus mit großzügigem Grundstück unweit des Kurf",,,"Berlin","Berlin",,,4650000,,1726,,2026-06-28,"E&V Kapitalanlage/investment listing"
apartment_building,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/619a7bd8-f7f7-5c27-bf37-cdb2bb1e2d3c,ev-619a7bd8-f7f7-5c27-bf37-cdb2bb1e2d3c,"Attraktives Mehrfamilienhaus in Schloßchemnitz",,,"Chemnitz","Sachsen",,,720000,,681,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/586851aa-7c93-5175-9a9a-ce3d20380eee,ev-586851aa-7c93-5175-9a9a-ce3d20380eee,"Wohn- & Geschäftshaus in direkter Innenstadtlage",,,"Lübeck","Schleswig-Holstein",,,2200000,,639,,2026-06-28,"E&V Kapitalanlage/investment listing"
mixed_use,sale,Engel & Völkers,https://www.engelvoelkers.com/de/de/exposes/fd3ce4f7-c254-5691-8510-e82ba73f4ac4,ev-fd3ce4f7-c254-5691-8510-e82ba73f4ac4,"Kapitalanlage in Top-Lage:Vollvermietetes Wohn- und Geschäftshaus",,,"Salzgitter","Niedersachsen",,,3400000,,1331,,2026-06-28,"E&V Kapitalanlage/investment listing"
