asset_type,deal,source,source_url,listing_id,name,district,plz,city,state,rent_eur_m2_min,rent_eur_m2_max,price_eur,area_min_m2,area_max_m2,rooms,captured,notes
industrial_hall,lease,Aengevelt,https://www.aengevelt.com/immobilie/modernes-produktions-und-logistikzentrum-an-der-a2-nachhaltiger-neubau-in-top-logistikregion-provisionsfrei-fuer-mieter-8266174/,AEN-8266174,Modernes Produktions- und Logistikzentrum an der A2: Nachhaltiger Neubau in TOP-Logistikregion - provisionsfrei für Mieter!,Rothensee,39126,Magdeburg,Sachsen-Anhalt,5.8,5.8,,9230,9230,,2026-07-02,"geo:52.20191,11.65562;MODEL:context"
apartment_building,sale,Aengevelt,https://www.aengevelt.com/immobilie/vollvermietetes-mehrfamilienhaus-in-berlin-neukoelln-mit-nachverdichtungspotenzial-8266180/,AEN-8266180,Vollvermietetes Mehrfamilienhaus in Berlin-Neukölln mit Nachverdichtungspotenzial,,12351,Berlin,Berlin,,,1450000,576,576,,2026-07-02,"geo:52.43119,13.46152;MODEL:qualify"
industrial_hall,lease,Aengevelt,https://www.aengevelt.com/immobilie/projektentwicklung-neubau-logistikhallen-8266257/,AEN-8266257,Projektentwicklung Neubau Logistikhallen,Ochsendorf,38154,Königslutter am Elm,Niedersachsen,6,6,,50974,50974,,2026-07-02,"geo:52.31148,10.82585;MODEL:context"
industrial_hall,lease,Aengevelt,https://www.aengevelt.com/immobilie/hallenflaechen-in-unmittelbarer-naehe-zur-bab7-8266379/,AEN-8266379,Hallenflächen in unmittelbarer Nähe zur BAB7,,34123,Kassel,Hessen,4.5,4.5,,15000,15000,,2026-07-02,"geo:51.28403,9.50811;MODEL:context"
industrial_hall,lease,Aengevelt,https://www.aengevelt.com/immobilie/projektentwicklung-gewerbepark-an-der-bab-13-zwischen-berlin-und-dreieck-spreewald-8266403/,AEN-8266403,Projektentwicklung Gewerbepark an der BAB 13 zwischen Berlin und Dreieck Spreewald,,15926,Luckau,Brandenburg,5.2,5.2,,94090,94090,,2026-07-02,"geo:51.87083,13.79268;MODEL:context"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/nachhaltiger-bueroneubau-in-zentraler-lage-am-nordhafen-8266420/,AEN-8266420,Nachhaltiger Büroneubau in zentraler Lage am Nordhafen,,13353,Berlin,Berlin,,,,23099,23099,,2026-07-02,"geo:52.53787,13.36773;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/bueroflaechen-in-modernem-buerokomplex-provisionsfrei-8266509/,AEN-8266509,Büroflächen in modernem Bürokomplex - provisionsfrei,Sudenburg,39112,Magdeburg,Sachsen-Anhalt,7.9,7.9,,1894,1894,,2026-07-02,"geo:52.11408,11.60783;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/buero-und-showroomflaechen-im-quartier-hansaallee-8266833/,AEN-8266833,"Büro- und Showroomflächen im ""Quartier Hansaallee"" -",Oberkassel,40547,Düsseldorf,Nordrhein-Westfalen,,,,22169,22169,,2026-07-02,"geo:51.23726,6.73771;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/attraktive-neubau-bueroflaechen-in-lichtenberg-8264877/,AEN-8264877,Attraktive Neubau-Büroflächen in Lichtenberg,Lichtenberg,10365,Berlin,Berlin,,,,3285,3285,,2026-07-02,"geo:52.52092,13.48765;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/attraktive-neubau-bueroflaechen-in-lichtenberg-8264878/,AEN-8264878,Attraktive Neubau-Büroflächen in Lichtenberg,Lichtenberg,10365,Berlin,Berlin,,,,9793,9793,,2026-07-02,"geo:52.52068,13.48749;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/hochwertige-bueroflaechen-im-herzen-der-city-ost-8264989/,AEN-8264989,Hochwertige Büroflächen im Herzen der City-Ost,Mitte,10117,Berlin,Berlin,,,,5241,5241,,2026-07-02,"geo:52.51554,13.39126;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/projektentwicklung-buero-und-gastroflaechen-in-duesseldorf-holthausen-8265078/,AEN-8265078,Projektentwicklung - Büro- und Gastroflächen in Düsseldorf-Holthausen,Holthausen,40589,Düsseldorf,Nordrhein-Westfalen,,,,14498,14498,,2026-07-02,"geo:51.17078,6.84031;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/multifunktionale-bueroflaechen-am-u-bahnhof-ullsteinstrasse-8265152/,AEN-8265152,Multifunktionale Büroflächen am U-Bahnhof Ullsteinstraße,Tempelhof,12099,Berlin,Berlin,,,,1109,1109,,2026-07-02,"geo:52.45285,13.38458;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/moderne-buero-und-lagerflaechen-mit-idealer-verkehrsanbindung-8265369/,AEN-8265369,Moderne Büro- und Lagerflächen mit idealer Verkehrsanbindung,Heerdt,40549,Düsseldorf,Nordrhein-Westfalen,12.5,12.5,,1100,1100,,2026-07-02,"geo:51.22696,6.69872;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/innovative-und-nachhaltige-arbeitswelten-am-wissenschaftsstandort-8265507/,AEN-8265507,Innovative und nachhaltige Arbeitswelten am Wissenschaftsstandort,Steglitz-Zehlendorf,14195,Berlin,Berlin,,,,2564,2564,,2026-07-02,"geo:52.45036,13.29860;POR;MODEL:prime"
industrial_hall,lease,Aengevelt,https://www.aengevelt.com/immobilie/logistik-hotspot-in-langenweddingen-mit-grosszuegigen-hallen-und-gewerbeflaechen-8265878/,AEN-8265878,LOGISTIK-HOTSPOT IN LANGENWEDDINGEN MIT GROSSZÜGIGEN HALLEN- UND GEWERBEFLÄCHEN,,39171,Langenweddingen,Sachsen-Anhalt,4,4,,13591,13591,,2026-07-02,"geo:52.04135,11.51322;MODEL:context"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/hochwertige-bueroflaechen-in-bockenheim-8266022/,AEN-8266022,Hochwertige Büroflächen in Bockenheim!,Bockenheim,60487,Frankfurt am Main,Hessen,14,14,,2277,2277,,2026-07-02,"geo:50.12282,8.63447;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/tolle-flaechen-in-exponierter-lage-8264127/,AEN-8264127,Tolle Flächen in exponierter Lage,,60594,Frankfurt am Main,Hessen,,,,1114,1114,,2026-07-02,"geo:50.10335,8.69343;POR;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/grosszuegige-flaechen-mit-einzigartigem-blick-auf-den-tegeler-see-8264612/,AEN-8264612,Großzügige Flächen mit einzigartigem Blick auf den Tegeler See,Tegel,13507,Berlin,Berlin,,,,748,748,,2026-07-02,"geo:52.58407,13.28227;POR;MODEL:qualify"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/hochmodernes-buero-und-geschaeftshaus-im-ostend-8264732/,AEN-8264732,Hochmodernes Büro-und Geschäftshaus im Ostend,Ostend,60314,Frankfurt am Main,Hessen,,,,1497,1497,,2026-07-02,"geo:50.11341,8.71837;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/bueroflaechen-mit-gehobener-ausstattung-in-zentraler-lage-8264866/,AEN-8264866,Büroflächen mit gehobener Ausstattung in zentraler Lage,Kreuzberg,10963,Berlin,Berlin,,,,2517,2517,,2026-07-02,"geo:52.49789,13.37997;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/attraktive-bueroflaechen-in-zentraler-lage-8263088/,AEN-8263088,Attraktive Büroflächen in zentraler Lage,Mitte,10178,Berlin,Berlin,,,,1171,1171,,2026-07-02,"geo:52.52387,13.40933;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/moderne-bueroflaechen-nahe-wissenschaftsstandort-8263218/,AEN-8263218,Moderne Büroflächen nahe Wissenschaftsstandort,Adlershof,12489,Berlin,Berlin,,,,2253,2253,,2026-07-02,"geo:52.43161,13.54701;MODEL:prime"
apartment_building,sale,Aengevelt,https://www.aengevelt.com/immobilie/wohn-apartmenthaus-mit-wertschoepfungspotential-am-frankfurter-airport-8263269/,AEN-8263269,WOHN- & APARTMENTHAUS MIT WERTSCHÖPFUNGSPOTENTIAL AM FRANKFURTER AIRPORT,,,,,,,6600000,2035,2035,,2026-07-02,MODEL:prime
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/moderne-bueroflaechen-in-beliebter-lage-8263330/,AEN-8263330,Moderne Büroflächen in beliebter Lage,Kreuzberg,10969,Berlin,Berlin,,,,693,693,,2026-07-02,"geo:52.50675,13.39461;POR;MODEL:qualify"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/grosszuegig-geschnittene-loftflaeche-direkt-an-der-tu-berlin-8263538/,AEN-8263538,Grosszügig geschnittene Loftfläche direkt an der TU Berlin,Charlottenburg,10587,Berlin,Berlin,,,,668,668,,2026-07-02,"geo:52.52219,13.32863;MODEL:qualify"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/modernisierte-bueroflaechen-im-hansastern-c-8263717/,AEN-8263717,Modernisierte Büroflächen im Hansastern* C,Lörick,40547,Düsseldorf,Nordrhein-Westfalen,12.5,12.5,,2433,2433,,2026-07-02,"geo:51.23929,6.73561;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/air20-bueros-mit-flair-in-der-airport-city-8263719/,AEN-8263719,"""AIR20"" - Büros mit Flair in der Airport City",Unterrath,40468,Düsseldorf,Nordrhein-Westfalen,12.5,12.5,,1282,1282,,2026-07-02,"geo:51.27407,6.77066;MODEL:prime"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/arbeiten-im-herzen-der-altstadt-attraktive-buero-praxisflaechen-im-domviertel-8263787/,AEN-8263787,Arbeiten im Herzen der Altstadt: Attraktive Büro-/Praxisflächen im Domviertel,Altstadt,39104,Magdeburg,Sachsen-Anhalt,14.5,14.5,,808,808,,2026-07-02,"geo:52.12599,11.63396;MODEL:qualify"
land_plot,sale,Aengevelt,https://www.aengevelt.com/immobilie/entwicklungsgrundstueck-mit-vielfaeltigen-nutzungsmoeglichkeiten-in-der-naehe-zur-bab-14-8263835/,AEN-8263835,ENTWICKLUNGSGRUNDSTÜCK MIT VIELFÄLTIGEN NUTZUNGSMÖGLICHKEITEN IN DER NÄHE ZUR BAB 14,,,,,,,990000,34355,34355,,2026-07-02,MODEL:context
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/innovativer-buerokomplex-mit-luxurioesen-bueroeinheiten-8263917/,AEN-8263917,Innovativer Bürokomplex mit luxuriösen Büroeinheiten,Charlottenburg,10589,Berlin,Berlin,,,,12168,12168,,2026-07-02,"geo:52.52178,13.31455;MODEL:prime"
land_plot,sale,Aengevelt,https://www.aengevelt.com/immobilie/grossflaechiges-baugrundstueck-inkl-bestandsgebaeude-in-bester-lage-ratingen-hoesel-8261825/,AEN-8261825,GROßFLÄCHIGES BAUGRUNDSTÜCK INKL. BESTANDSGEBÄUDE IN BESTER LAGE: RATINGEN HÖSEL,,40883,Ratingen,Nordrhein-Westfalen,,,2400000,8316,8316,,2026-07-02,"geo:51.33520,6.90250;MODEL:context"
office,lease,Aengevelt,https://www.aengevelt.com/immobilie/s1-bueroflaechen-in-bad-homburg-8261874/,AEN-8261874,S1 - Büroflächen in Bad Homburg,Bad Homburg,61352,Bad Homburg v d Höhe,Hessen,,,,5849,5849,,2026-07-02,"geo:50.21972,8.61609;POR;MODEL:prime"
